26 1001
Gros Valerie
CNRS LSCE, Orme des Merisiers, Bat 701, 91 191 Gif sur Yvette, France, valerie.gros@lsce.ipsl.fr
"Ozone instrument; carbon monoxide instrument; Nitrogen oxides instrument; LHVP station"
MEGAPOLI winter campaign
1 1
2010 01 01 2010 10 27
5 min
Time (hours since 2010-01-01 00:00:00 +1:00 )
4
1. 1. 1. 1.
9999 9999 9999 9999
ozone O3  (ppbv)
CO (ppbv)
NO (ppbv)
NOx (ppbv)
9
Ozone was measured with a Thermo-Environnment 49C instrument
Carbon monoxide was measured with a Thermo-Environment 48i-TL instrument
Nitrogen monoxide and nitrogen oxides were measured with a Environment SA AC31M  instrument from LHVP
Please contact me for more details on the instruments
 -------------------------------------------------------------------------------------------
These data were generated or collected within the framework of  FP7/ MEGAPOLI and of the national ANR MEGAPOLI-PARIS 
The user agrees with the MEGAPOLI DATA EXCHANGE PROTOCOL
 -------------------------------------------------------------------------------------------
Time (UTC)	O3 (ppb)	CO (ppb)	NO (ppb)	NOx (ppb)
16,889	15,5	297,1	4,0	25,0
16,892	15,8	308,4	3,2	23,0
16,896	15,4	302,3	3,1	22,4
16,899	16,1	296,5	2,3	21,7
16,903	15,0	294,1	2,5	21,4
16,906	15,7	293,5	2,4	22,0
16,910	17,3	282,2	2,2	20,7
16,913	16,3	297,1	1,6	19,8
16,917	15,5	275,8	1,5	20,0
16,920	15,8	294,3	2,0	20,1
16,924	16,0	284,0	2,2	19,5
16,927	16,2	287,7	2,5	20,3
16,931	16,6	279,3	1,6	19,0
16,934	16,5	290,2	2,4	19,1
16,938	16,2	292,0	1,8	19,2
16,941	15,9	293,4	2,3	19,4
16,944	15,5	292,6	1,9	20,2
16,948	16,6	308,6	2,7	20,6
16,951	18,4	270,7	2,4	19,4
16,955	18,5	267,7	1,9	18,0
16,958	19,7	264,1	1,6	17,9
16,962	18,7	9999	1,9	16,8
16,965	20,1	9999	2,4	15,8
16,969	20,4	9999	0,9	15,4
16,972	20,2	9999	1,6	14,9
16,976	21,2	241,2	2,0	15,4
16,979	21,1	232,4	1,8	15,5
16,983	20,0	259,6	2,7	16,0
16,986	23,5	241,0	2,6	16,2
16,990	22,7	242,0	2,5	15,4
16,993	25,6	240,0	0,9	15,1
16,997	25,4	235,0	2,0	13,4
17,000	26,6	243,0	1,7	13,3
17,003	28,0	240,0	1,4	12,7
17,007	29,9	241,6	0,9	11,6
17,010	30,7	230,9	1,8	10,6
17,014	31,2	216,8	2,2	10,1
17,017	32,5	217,6	1,6	9,9
17,021	33,3	228,0	1,4	9,2
17,024	33,6	220,3	1,3	8,7
17,028	33,8	215,9	0,4	9,5
17,031	33,6	221,5	0,9	8,9
17,035	33,5	221,5	1,8	9,2
17,038	33,7	219,3	0,9	9,3
17,042	33,4	231,4	0,8	8,8
17,045	34,5	226,6	0,9	9,1
17,049	34,4	212,7	1,1	8,6
17,052	34,5	209,0	1,4	8,5
17,056	34,1	210,4	1,6	7,9
17,059	33,7	204,5	1,0	7,4
17,063	33,7	206,2	1,4	7,6
17,066	33,6	213,7	0,9	8,0
17,069	34,2	200,4	1,1	8,1
17,073	34,0	201,2	1,0	7,9
17,076	33,2	201,7	1,4	8,1
17,080	33,4	206,9	0,2	8,2
17,083	33,1	202,7	1,9	7,7
17,087	33,8	205,7	0,9	7,7
17,090	34,0	206,9	1,4	7,7
17,094	33,4	204,3	1,1	6,8
17,097	33,3	206,8	0,8	7,2
17,101	33,5	203,7	1,0	7,5
17,104	33,1	203,7	0,5	7,7
17,108	33,9	209,0	1,0	7,4
17,111	33,3	220,0	0,9	7,0
17,115	33,5	213,3	1,2	7,2
17,118	33,3	200,6	1,1	7,2
17,122	33,5	207,4	1,2	7,8
17,125	33,1	215,5	1,2	8,3
17,128	32,6	9999	1,5	8,1
17,132	33,6	9999	0,5	8,7
17,135	33,8	9999	1,1	7,9
17,139	33,8	9999	1,2	7,6
17,142	33,7	179,3	0,9	7,3
17,146	33,0	174,2	1,0	7,6
17,149	33,1	173,2	0,8	8,2
17,153	32,7	181,1	0,5	8,3
17,156	32,6	181,6	0,6	8,1
17,160	33,1	180,5	1,2	8,7
17,163	32,9	184,6	0,7	8,3
17,167	32,3	178,9	1,9	8,2
17,170	32,2	179,3	1,3	8,7
17,174	32,1	174,8	1,1	8,8
17,177	32,8	180,3	1,0	8,3
17,181	32,2	175,8	0,7	8,5
17,184	31,5	178,3	1,5	8,4
17,188	31,0	182,2	0,8	9,5
17,191	31,0	183,2	1,4	10,2
17,194	29,9	184,8	1,3	10,8
17,198	29,2	187,9	1,1	10,9
17,201	28,5	186,7	1,6	11,1
17,205	29,1	191,8	1,2	11,1
17,208	31,2	195,1	1,1	10,8
17,212	30,5	200,0	0,9	10,3
17,215	30,5	205,9	0,8	9,9
17,219	29,9	213,1	1,6	10,4
17,222	29,7	207,4	0,5	10,4
17,226	28,6	201,0	0,9	10,7
17,229	28,4	200,4	1,3	11,2
17,233	26,8	207,6	1,4	12,6
17,236	26,9	212,9	1,5	13,4
17,240	25,2	221,5	1,1	13,8
17,243	25,9	212,1	0,8	14,1
17,247	26,0	218,0	0,8	14,5
17,250	27,0	215,8	1,2	14,1
17,253	26,7	210,8	1,3	14,2
17,257	26,8	212,5	2,0	14,2
17,260	27,0	215,1	1,0	14,9
17,264	26,6	217,4	2,1	14,6
17,267	27,3	212,5	1,0	14,4
17,271	28,4	223,8	1,1	13,6
17,274	27,4	223,4	1,1	13,8
17,278	29,2	215,7	1,0	12,3
17,281	27,8	213,6	0,9	12,4
17,285	26,9	226,2	1,5	13,7
17,288	28,3	230,7	1,5	13,6
17,292	27,1	235,3	1,6	13,8
17,295	28,3	9999	0,9	13,8
17,299	29,4	9999	1,3	13,6
17,302	28,5	9999	1,4	13,4
17,306	27,7	9999	0,8	13,1
17,309	28,9	189,8	1,3	13,5
17,313	27,8	201,2	1,5	13,3
17,316	27,1	205,3	1,8	14,0
17,319	27,3	190,7	1,7	13,5
17,323	28,5	192,0	2,0	13,6
17,326	28,4	191,2	1,8	13,7
17,330	28,2	192,2	1,7	13,4
17,333	27,5	191,0	1,5	13,9
17,337	26,9	190,8	1,9	14,2
17,340	26,3	212,9	1,6	14,9
17,344	27,2	218,6	1,8	14,8
17,347	27,4	196,9	2,0	14,5
17,351	28,7	201,6	1,5	14,2
17,354	27,7	218,4	1,2	13,8
17,358	25,7	222,9	1,1	14,3
17,361	25,7	220,1	2,6	15,8
17,365	27,2	206,5	2,0	16,3
17,368	27,0	205,5	2,3	15,2
17,372	27,1	216,2	2,9	15,3
17,375	28,3	208,6	2,7	15,1
17,378	27,0	207,6	2,8	14,9
17,382	26,4	215,8	3,4	15,7
17,385	27,5	217,2	2,8	15,8
17,389	26,0	237,3	3,6	16,2
17,392	26,0	288,5	3,6	16,6
17,396	25,6	269,8	4,2	18,5
17,399	25,4	253,1	4,4	18,1
17,403	26,2	248,4	4,1	18,3
17,406	25,9	247,4	4,2	18,5
17,410	26,4	248,2	5,0	18,7
17,413	25,9	262,5	4,7	18,4
17,417	26,4	255,3	4,6	19,0
17,420	26,5	256,3	4,7	18,9
17,424	27,1	243,9	5,6	18,0
17,427	26,7	243,7	5,3	17,7
17,431	27,7	254,5	4,7	17,5
17,434	27,4	271,7	4,1	17,0
17,438	27,9	274,6	5,2	17,4
17,441	27,3	268,9	5,3	16,3
17,444	27,2	267,8	4,9	17,1
17,448	26,2	260,2	4,7	17,1
17,451	27,6	265,0	4,9	17,3
17,455	26,6	275,2	4,7	16,8
17,458	27,7	262,1	4,0	17,5
17,462	27,3	9999	3,8	16,2
17,465	28,0	9999	3,2	16,2
17,469	26,7	9999	2,8	16,3
17,472	24,9	9999	4,0	18,0
17,476	24,5	228,3	4,1	18,8
17,479	24,5	242,2	3,8	19,3
17,483	23,1	264,6	4,0	20,0
17,486	21,9	284,4	6,5	23,7
17,490	23,9	265,0	6,5	23,8
17,493	25,0	250,9	5,7	22,7
17,497	26,0	234,4	4,8	20,1
17,500	23,9	249,4	4,5	20,6
17,503	25,5	257,4	5,3	20,2
17,507	23,5	266,8	5,3	20,7
17,510	23,3	263,1	5,4	21,6
17,514	25,8	268,8	5,9	21,2
17,517	27,4	257,0	4,9	19,6
17,521	27,0	242,0	5,1	18,0
17,524	27,2	238,8	4,1	17,8
17,528	26,6	267,6	4,7	17,4
17,531	27,3	247,7	5,4	18,1
17,535	25,6	252,5	5,0	18,0
17,538	28,0	264,8	6,0	18,9
17,542	28,0	251,2	4,9	17,7
17,545	26,7	253,2	4,9	17,5
17,549	26,0	264,4	5,2	18,4
17,552	25,8	273,8	4,9	18,6
17,556	27,4	256,0	4,8	18,4
17,559	29,5	243,0	4,0	16,4
17,563	28,6	246,1	3,8	14,9
17,566	28,4	249,4	3,1	15,1
17,569	27,3	246,1	4,1	15,8
17,573	25,9	263,7	4,1	16,1
17,576	26,8	272,8	3,6	17,1
17,580	25,7	257,4	3,1	17,2
17,583	22,7	273,2	3,5	18,8
17,587	22,2	281,6	3,6	20,9
17,590	22,8	289,4	4,4	22,6
17,594	23,3	293,3	4,4	22,9
17,597	24,6	280,6	3,8	22,0
17,601	22,9	279,9	4,5	21,8
17,604	25,2	291,0	4,6	21,9
17,608	24,5	299,0	3,9	21,1
17,611	25,8	296,1	3,8	20,9
17,615	27,4	274,8	3,2	18,8
17,618	26,9	284,4	3,0	18,7
17,622	27,1	292,2	3,7	18,1
17,625	27,7	282,2	3,5	16,8
17,628	26,1	9999	2,4	16,7
17,632	24,8	9999	3,0	17,9
17,635	25,5	9999	2,9	19,7
17,639	26,5	9999	2,9	19,0
17,642	27,2	247,5	3,0	18,0
17,646	25,1	261,0	2,7	18,3
17,649	25,0	261,5	3,1	18,5
17,653	24,2	270,1	2,7	19,2
17,656	25,9	255,5	2,4	19,2
17,660	26,2	253,9	2,8	17,9
17,663	24,0	278,7	2,4	17,6
17,667	22,0	291,8	2,5	20,0
17,670	22,4	283,4	2,6	20,1
17,674	21,2	278,7	2,8	21,0
17,677	20,2	286,7	2,3	22,3
17,681	20,0	294,2	2,6	22,6
17,684	21,5	280,2	2,4	22,8
17,688	20,0	278,1	2,0	22,4
17,691	16,5	310,7	2,1	23,6
17,694	13,1	349,8	2,0	27,0
17,698	13,9	360,0	2,8	29,9
17,701	11,8	368,8	3,3	31,9
17,705	11,8	388,5	3,5	33,8
17,708	9,7	426,7	4,9	37,2
17,712	8,9	412,9	5,8	40,4
17,715	7,7	432,2	10,4	50,7
17,719	8,3	393,7	9,0	48,8
17,722	9,8	376,8	7,8	46,4
17,726	4,1	428,3	8,8	48,8
17,729	3,4	486,9	13,2	58,5
17,733	3,6	477,5	14,2	60,2
17,736	2,7	550,2	25,1	72,8
17,740	2,6	544,3	25,4	73,6
17,743	4,1	545,7	18,0	62,7
17,747	4,7	532,4	15,6	60,3
17,750	6,5	469,5	8,7	50,5
17,753	9,4	425,2	5,9	42,0
17,757	8,5	433,2	5,5	39,3
17,760	7,5	450,2	5,9	41,9
17,764	5,3	488,6	7,9	46,7
17,767	4,0	563,1	18,3	62,8
17,771	3,0	627,7	26,7	75,5
17,774	3,3	629,5	29,3	78,6
17,778	4,4	572,9	19,1	64,6
17,781	5,4	480,7	11,6	50,0
17,785	3,2	568,4	16,1	61,6
17,788	2,6	650,8	28,8	78,1
17,792	2,9	706,8	39,2	91,0
17,795	3,0	9999	38,4	89,8
17,799	3,1	9999	36,4	86,4
17,802	4,0	9999	22,4	68,7
17,806	4,4	9999	17,0	63,5
17,809	7,6	460,9	10,8	51,5
17,813	8,3	412,5	6,5	43,2
17,816	7,2	432,2	5,5	42,2
17,819	8,6	445,3	5,5	42,9
17,823	7,9	471,5	5,1	42,1
17,826	10,3	404,7	4,1	41,0
17,830	10,2	393,5	3,8	38,6
17,833	8,6	417,4	3,8	38,4
17,837	8,0	451,6	5,0	40,0
17,840	8,4	429,9	3,9	39,6
17,844	7,6	456,3	4,4	40,1
17,847	7,6	477,1	4,5	41,2
17,851	8,1	433,2	5,1	40,8
17,854	8,4	443,4	4,3	40,1
17,858	5,8	500,2	5,2	41,1
17,861	3,7	504,7	10,8	52,0
17,865	3,0	478,1	12,6	56,4
17,868	2,9	486,1	12,2	56,3
17,872	2,1	512,1	14,1	59,3
17,875	2,3	544,2	20,4	65,9
17,878	2,7	537,5	22,8	67,8
17,882	2,4	521,8	22,6	67,5
17,885	2,5	489,3	19,0	64,6
17,889	2,6	489,5	18,5	62,1
17,892	2,4	503,7	17,8	60,9
17,896	2,4	512,1	17,7	59,9
17,899	2,4	525,0	17,1	60,1
17,903	2,7	533,2	17,9	61,5
17,906	2,4	538,9	19,6	61,7
17,910	2,2	554,5	21,3	63,1
17,913	2,5	544,0	19,9	62,2
17,917	2,6	546,5	19,2	61,0
17,920	2,3	517,8	18,8	60,8
17,924	2,5	518,3	19,1	61,3
17,927	2,4	500,8	19,0	60,9
17,931	2,3	507,0	18,6	59,4
17,934	2,1	523,2	18,8	59,5
17,938	2,1	532,0	17,6	58,1
17,941	2,2	540,4	16,7	55,8
17,944	2,1	531,6	17,1	55,9
17,948	1,9	573,8	16,7	57,2
17,951	2,1	567,6	18,3	57,7
17,955	1,9	553,1	19,5	59,4
17,958	2,1	574,4	23,4	64,7
17,962	1,8	9999	29,1	70,0
17,965	1,8	9999	29,6	71,7
17,969	2,1	9999	29,5	71,2
17,972	1,9	9999	30,4	71,3
17,976	2,0	548,8	31,8	71,9
17,979	1,9	574,2	31,6	73,1
17,983	1,6	553,7	32,2	74,0
17,986	1,9	564,1	32,9	73,9
17,990	1,8	575,0	33,5	75,1
17,993	2,0	561,5	33,5	74,7
17,997	1,7	593,5	34,9	75,5
18,000	1,8	595,5	34,0	74,6
18,003	1,6	566,4	33,1	73,6
18,007	1,8	574,0	31,3	72,3
18,010	1,6	561,4	30,4	71,1
18,014	1,4	515,4	28,5	70,0
18,017	1,7	503,9	27,0	67,2
18,021	2,0	502,3	20,4	61,1
18,024	2,1	453,3	16,3	54,7
18,028	1,2	478,5	19,9	57,6
18,031	1,7	558,0	28,3	68,1
18,035	1,4	598,3	29,4	68,8
18,038	1,5	571,7	27,8	68,0
18,042	1,3	537,3	28,2	66,9
18,045	1,5	521,9	27,8	66,5
18,049	1,4	505,5	26,7	64,5
18,052	1,5	510,7	24,9	62,8
18,056	1,7	500,0	24,4	61,6
18,059	1,6	492,6	24,8	61,5
18,063	1,4	508,2	24,0	61,4
18,066	1,5	495,5	25,0	61,9
18,069	1,3	484,0	26,1	62,5
18,073	1,7	467,4	24,7	61,4
18,076	1,5	460,9	23,3	59,2
18,080	1,3	452,6	23,2	58,4
18,083	1,3	464,7	23,9	59,7
18,087	2,3	473,2	22,6	58,6
18,090	1,3	451,6	20,3	55,2
18,094	1,9	429,9	10,2	45,3
18,097	1,7	430,7	11,5	45,8
18,101	3,7	394,1	7,4	39,6
18,104	2,5	390,2	8,9	42,2
18,108	1,7	427,7	12,1	47,3
18,111	2,2	426,0	13,1	49,2
18,115	2,9	376,4	9,4	43,5
18,118	6,5	350,2	6,1	36,1
18,122	10,7	325,8	2,7	26,7
18,125	12,2	302,7	2,3	24,3
18,128	13,5	9999	2,3	23,1
18,132	15,0	9999	1,9	21,8
18,135	15,2	9999	1,3	20,0
18,139	15,1	9999	1,9	19,1
18,142	16,6	230,3	1,5	18,4
18,146	16,6	225,0	2,3	18,2
18,149	19,3	222,1	1,9	16,7
18,153	20,5	214,7	1,8	15,4
18,156	19,9	214,7	2,3	14,8
18,160	20,1	215,4	1,8	14,8
18,163	21,7	211,9	1,4	13,8
18,167	20,1	213,3	1,9	13,6
18,170	20,7	215,8	1,3	13,0
18,174	20,9	223,5	1,3	13,5
18,177	21,4	218,6	1,2	13,7
18,181	20,6	222,1	1,2	14,1
18,184	21,1	219,5	1,5	13,9
18,188	20,9	223,6	0,8	14,7
18,191	19,6	227,3	0,7	15,2
18,194	20,1	226,4	1,4	15,8
18,198	20,5	225,4	1,0	16,0
18,201	19,9	223,1	1,1	15,4
18,205	17,8	231,1	0,9	17,1
18,208	19,5	227,8	1,5	18,3
18,212	16,6	227,8	1,9	19,2
18,215	15,0	242,2	1,6	20,6
18,219	14,7	249,0	1,6	21,9
18,222	11,1	257,2	2,1	24,0
18,226	5,4	272,8	3,1	31,3
18,229	3,6	282,4	4,3	36,4
18,233	3,2	290,8	7,5	44,1
18,236	4,1	290,3	7,4	43,2
18,240	6,2	278,7	7,0	42,2
18,243	7,2	265,0	6,0	38,9
18,247	6,7	260,7	4,1	36,7
18,250	4,8	278,3	4,8	37,1
18,253	3,3	277,9	5,3	38,5
18,257	2,6	293,2	6,7	42,0
18,260	3,3	286,9	5,5	41,4
18,264	2,2	291,6	6,3	42,0
18,267	1,4	317,6	10,7	49,2
18,271	1,2	320,9	16,7	56,6
18,274	1,4	322,7	14,7	55,3
18,278	2,7	342,6	15,5	55,9
18,281	3,8	300,4	9,0	47,4
18,285	2,5	307,0	7,1	46,3
18,288	1,8	307,6	7,7	46,7
18,292	1,2	340,4	10,4	50,8
18,295	1,6	9999	12,1	53,4
18,299	1,4	9999	14,1	56,3
18,302	1,1	9999	15,1	56,7
18,306	1,2	9999	14,2	56,3
18,309	1,1	362,9	14,4	56,8
18,313	0,9	350,0	14,7	56,9
18,316	0,8	379,3	19,0	62,2
18,319	1,1	409,8	27,4	70,6
18,323	1,3	409,6	31,0	76,2
18,326	1,4	418,3	30,3	74,6
18,330	1,2	400,0	29,2	74,0
18,333	1,5	427,6	31,5	75,7
18,337	1,5	392,9	26,8	71,3
18,340	1,2	394,5	26,6	70,7
18,344	1,7	385,5	26,6	70,1
18,347	1,7	383,6	24,9	69,3
18,351	1,9	373,0	19,9	63,3
18,354	1,9	373,8	23,2	65,9
18,358	1,8	399,4	23,1	66,5
18,361	2,4	401,8	24,3	68,4
18,365	2,5	376,5	22,7	65,4
18,368	2,3	402,9	21,3	63,4
18,372	2,2	403,3	20,9	64,0
18,375	2,5	416,4	22,4	64,7
18,378	2,4	425,0	22,8	65,7
18,382	2,2	417,4	23,8	66,7
18,385	2,2	455,9	28,2	72,8
18,389	2,3	458,0	29,3	73,9
18,392	2,2	475,6	31,5	76,6
18,396	2,1	494,0	41,6	89,0
18,399	2,1	503,3	47,9	96,0
18,403	1,9	523,8	50,5	99,3
18,406	1,9	511,1	53,0	102,2
18,410	1,9	517,2	53,3	101,9
18,413	1,9	521,5	52,8	100,9
18,417	2,3	547,5	53,3	102,1
18,420	2,2	531,5	54,3	101,6
18,424	2,1	516,2	53,7	101,5
18,427	2,5	516,6	53,3	101,5
18,431	2,6	539,3	58,2	106,8
18,434	2,1	551,0	64,6	114,8
18,438	2,5	551,6	68,0	118,3
18,441	2,2	572,5	70,8	121,3
18,444	2,2	583,4	72,1	122,3
18,448	2,0	583,0	72,7	123,0
18,451	2,4	576,2	72,0	123,0
18,455	2,4	579,9	73,3	123,8
18,458	2,4	595,1	75,7	126,1
18,462	2,3	9999	76,7	128,3
18,465	2,2	9999	77,6	129,8
18,469	2,3	9999	78,4	129,8
18,472	2,5	9999	79,2	130,5
18,476	2,4	544,9	79,0	130,2
18,479	2,1	540,6	87,5	137,2
18,483	2,5	507,8	86,4	136,4
18,486	2,4	519,4	85,6	135,4
18,490	2,5	569,5	84,9	134,1
18,493	2,4	582,4	83,5	133,3
18,497	2,6	562,1	80,7	131,5
18,500	2,6	539,2	78,8	128,9
18,503	2,7	531,8	77,9	127,7
18,507	2,8	556,5	76,9	126,9
18,510	2,9	561,1	74,4	125,4
18,514	2,7	548,4	72,6	122,6
18,517	2,6	531,2	69,6	119,7
18,521	2,6	554,3	68,7	120,1
18,524	2,5	551,3	69,7	120,8
18,528	2,6	559,2	71,0	122,3
18,531	2,7	565,6	73,0	124,7
18,535	2,4	544,5	72,0	124,3
18,538	2,4	569,5	78,9	130,2
18,542	2,6	570,0	89,7	141,7
18,545	2,6	557,4	77,8	128,3
18,549	2,7	546,8	72,6	124,8
18,552	2,8	543,0	73,9	126,2
18,556	2,8	541,2	73,4	125,2
18,559	2,7	516,4	64,1	114,4
18,563	2,6	542,2	63,5	113,6
18,566	2,7	535,9	64,4	115,6
18,569	2,5	546,5	65,2	116,2
18,573	2,5	555,5	66,0	117,6
18,576	2,4	568,4	69,0	122,0
18,580	2,5	570,1	78,5	132,6
18,583	2,5	584,4	80,4	133,6
18,587	2,7	586,1	88,4	142,0
18,590	2,5	605,7	89,0	142,5
18,594	2,4	593,0	87,4	141,5
18,597	2,5	593,5	85,6	138,8
18,601	2,4	617,0	85,9	139,6
18,604	2,6	599,2	85,2	138,5
18,608	2,5	629,7	89,7	142,9
18,611	2,2	640,4	98,7	152,4
18,615	2,3	647,3	123,1	176,2
18,618	2,8	657,2	138,9	192,4
18,622	2,6	690,2	140,4	193,0
18,625	2,6	663,3	140,0	193,4
18,628	2,6	9999	141,1	194,3
18,632	2,2	9999	142,0	194,9
18,635	2,4	9999	138,8	192,4
18,639	2,1	9999	134,0	188,0
18,642	2,1	638,1	127,8	180,9
18,646	2,2	621,6	121,3	173,3
18,649	2,1	9999	110,7	163,5
18,653	2,3	9999	97,4	143,8
18,656	2,2	564,5	55,5	84,4
18,660	2,1	580,1	77,6	123,8
18,663	2,0	530,9	80,4	128,0
18,667	2,1	518,7	78,2	125,9
18,670	2,1	514,5	76,8	124,4
18,674	2,2	519,3	75,0	123,2
18,677	2,5	536,7	74,0	121,7
18,681	2,2	556,1	73,9	121,8
18,684	2,2	577,4	75,2	122,7
18,688	2,1	594,6	77,5	125,2
18,691	2,0	584,6	78,2	126,2
18,694	2,3	577,2	77,4	126,1
18,698	1,9	581,6	78,2	126,9
18,701	1,5	568,9	79,8	128,4
18,705	1,9	568,2	77,6	127,0
18,708	1,8	582,6	80,0	128,2
18,712	1,7	586,3	83,5	133,6
18,715	1,8	596,5	85,1	136,4
18,719	2,1	602,8	88,0	138,7
18,722	1,8	624,4	92,9	144,0
18,726	1,9	620,5	93,4	144,3
18,729	1,8	628,5	94,3	145,3
18,733	1,9	630,9	101,0	152,8
18,736	1,9	629,1	101,7	154,3
18,740	2,1	623,6	102,2	154,4
18,743	1,9	601,7	102,2	154,6
18,747	1,8	618,9	104,6	156,7
18,750	1,8	595,3	95,3	147,1
18,753	1,7	614,4	95,7	146,7
18,757	1,6	607,6	94,7	145,3
18,760	1,6	583,0	87,0	137,5
18,764	1,7	578,7	84,6	134,7
18,767	1,7	579,7	85,7	135,5
18,771	1,7	582,0	91,4	142,4
18,774	1,7	599,0	91,5	141,6
18,778	1,8	596,5	89,5	139,5
18,781	1,8	608,4	88,7	139,2
18,785	1,7	608,8	89,3	140,1
18,788	2,0	621,3	89,8	140,4
18,792	2,2	624,8	89,4	140,2
18,795	1,9	9999	88,5	139,2
18,799	2,0	9999	88,0	139,6
18,802	1,9	9999	89,3	140,3
18,806	1,6	9999	91,3	142,6
18,809	1,8	568,8	86,1	137,5
18,813	1,7	582,4	86,0	136,6
18,816	1,9	580,7	87,2	138,4
18,819	1,7	569,7	91,8	143,2
18,823	2,1	566,8	94,0	144,2
18,826	1,9	576,4	97,7	148,6
18,830	2,0	584,2	102,8	154,2
18,833	1,8	587,5	104,6	156,9
18,837	2,1	583,8	106,7	158,0
18,840	2,1	600,0	107,3	159,8
18,844	2,1	598,5	108,7	160,8
18,847	2,0	579,5	112,4	164,5
18,851	2,0	569,5	139,1	192,2
18,854	2,6	552,7	134,0	186,4
18,858	2,6	550,6	138,8	191,0
18,861	2,6	565,5	138,9	191,9
18,865	2,3	562,5	124,9	176,1
18,868	2,3	568,8	123,1	175,1
18,872	2,1	570,9	121,0	172,1
18,875	2,5	564,7	114,2	166,2
18,878	2,1	553,0	105,9	156,2
18,882	2,3	540,8	99,1	149,8
18,885	2,1	524,6	96,3	146,7
18,889	1,9	518,0	94,8	145,0
18,892	2,3	516,0	93,9	143,4
18,896	2,1	516,0	94,1	142,0
18,899	2,1	519,3	93,9	142,7
18,903	2,2	521,9	92,6	141,2
18,906	1,8	521,8	83,0	132,9
18,910	2,1	519,5	78,2	127,3
18,913	2,0	518,1	74,8	124,6
18,917	2,0	528,1	67,5	114,2
18,920	2,0	499,8	62,0	109,0
18,924	1,6	497,8	58,6	105,0
18,927	1,7	472,8	47,4	92,7
18,931	1,7	473,7	44,2	90,3
18,934	1,6	482,4	42,2	87,5
18,938	1,8	483,4	40,5	85,4
18,941	1,7	478,2	38,9	84,2
18,944	1,6	470,1	37,8	81,5
18,948	1,6	446,7	33,6	79,0
18,951	1,6	443,6	33,4	77,1
18,955	1,4	439,1	32,7	75,8
18,958	1,3	423,4	32,1	74,9
18,962	1,7	9999	32,8	75,4
18,965	1,4	9999	30,3	72,2
18,969	1,4	9999	27,0	67,6
18,972	1,0	9999	19,7	59,0
18,976	1,4	354,5	16,9	55,9
18,979	1,2	333,2	15,5	52,4
18,983	1,1	326,0	16,1	53,6
18,986	1,1	322,7	29,6	66,5
18,990	1,5	319,9	28,5	65,0
18,993	1,0	323,2	17,8	52,9
18,997	1,4	329,1	11,7	44,4
19,000	1,5	323,9	10,5	42,3
19,003	1,3	318,6	8,4	40,2
19,007	2,0	320,3	6,5	38,1
19,010	2,3	316,8	5,7	35,3
19,014	2,4	305,1	3,9	33,9
19,017	2,5	304,7	3,2	31,8
19,021	2,8	297,0	2,9	30,7
19,024	3,1	294,5	3,3	30,3
19,028	4,6	286,9	2,8	29,4
19,031	5,6	274,8	2,1	26,6
19,035	5,6	277,5	2,3	25,6
19,038	5,9	280,1	3,0	24,3
19,042	6,4	266,0	2,1	23,3
19,045	6,5	259,4	2,3	22,9
19,049	7,6	255,3	2,0	21,7
19,052	7,4	254,9	1,7	21,2
19,056	7,6	258,6	1,9	20,4
19,059	8,0	258,8	0,7	19,7
19,063	9,1	250,0	1,6	19,0
19,066	9,3	250,9	1,3	17,7
19,069	7,6	251,2	3,0	20,0
19,073	7,5	254,3	5,5	25,1
19,076	10,1	256,8	3,4	21,9
19,080	10,3	260,7	3,1	19,9
19,083	10,9	260,4	2,4	18,4
19,087	11,4	256,3	2,4	17,5
19,090	11,6	253,3	1,5	16,5
19,094	10,9	254,5	2,4	16,1
19,097	3,9	273,6	15,3	39,6
19,101	1,2	259,8	58,3	91,1
19,104	2,5	250,6	28,5	59,6
19,108	5,8	247,4	7,8	33,5
19,111	9,2	246,1	4,1	26,9
19,115	11,5	251,0	2,5	22,7
19,118	10,9	259,8	2,0	20,8
19,122	11,3	259,4	2,2	20,5
19,125	12,5	254,1	2,0	18,2
19,128	8,6	9999	1,5	18,3
19,132	5,3	9999	3,4	25,0
19,135	3,6	9999	11,4	38,7
19,139	2,6	9999	16,2	46,2
19,142	4,0	213,7	12,4	41,4
19,146	6,9	209,8	7,0	32,4
19,149	8,9	216,8	4,3	28,2
19,153	11,6	222,5	3,4	22,9
19,156	13,2	220,9	2,4	19,6
19,160	13,9	212,9	1,0	16,9
19,163	13,9	218,2	1,2	16,1
19,167	13,3	217,8	0,9	15,4
19,170	13,1	216,2	1,1	15,5
19,174	16,8	203,7	1,7	14,4
19,177	15,4	201,2	1,0	13,5
19,181	14,5	205,9	1,2	14,1
19,184	15,2	211,3	1,2	14,0
19,188	16,0	210,9	1,1	13,7
19,191	11,1	217,4	16,5	35,0
19,194	7,8	211,1	18,5	44,5
19,198	8,3	213,7	11,6	34,9
19,201	8,5	207,0	10,7	36,3
19,205	9,9	213,7	6,2	28,0
19,208	13,2	216,6	4,8	23,0
19,212	7,9	216,2	9,3	30,0
19,215	10,5	218,9	8,7	30,5
19,219	10,8	217,6	3,9	23,7
19,222	11,3	210,4	3,2	23,0
19,226	12,8	212,7	2,5	21,8
19,229	11,4	216,0	2,4	21,0
19,233	9,8	221,9	2,2	22,2
